,year,sysID,sysName,schoolID,schoolName,grd,ccrpi,street,city,county,state,zip,locClass,titleI,chrtr,totStudnts,crprlPun,dtntn,iss,oss,altSchl,physRest,busSusp,explsn,other_discipline_action,pctDisc,bully,disCond,gngRel,hom,sexRelated,drugAlc,weapons,thftRbry,violence,pctBehavrs,stdTchRatio,expPerStudent,salBenSum,freeLnch,reducedLnch,pctMobile,pctAbs5orLess,pctAbsSix-Fiftn,pctOverFiftn,pctSnapTanfHmls,pctAsian,pctNative,pctBlck,pctHisp,pctMulti,pctWhite,pctMigrant,pctSPED,pctESOL,pctAltProg,pctGiftd
957,2015,667,Gwinnett County,286,Brookwood Elementary School,E,94.6,1330 Holly Brook Rd,Snellville,Gwinnett County,GA,30078,21.0,No,No,1201,0,0,16,5,0,20,2,0,22,0.0358034970858,2,0,0,0,1,0,0,18,7,0.0233139050791,15.3,5375.88,823006007.79,266.0,59.0,0.132735431194,64.4,31.8,3.8,13,15,0,25,10,5,44,0,11.1,6.6,0.0,23.2
958,2015,667,Gwinnett County,287,Norton Elementary School,E,69.9,3050 Xavier Ray Ct,Snellville,Gwinnett County,GA,30039,21.0,Yes,No,1299,0,0,0,32,0,15,64,0,10,0.0854503464203,0,6,0,0,10,0,1,2,15,0.0261739799846,16.5,4676.57,823006007.79,699.0,133.0,0.215411558747,61.4,33.4,5.2,29,2,0,71,13,5,9,0,10.6,10.0,0.0,12.2
959,2015,667,Gwinnett County,288,Minor Elementary School,E,73.4,4129 Shady Dr Nw,Lilburn,Gwinnett County,GA,30047,21.0,Yes,No,1275,0,0,0,15,0,3,0,0,18,0.0141176470588,1,1,0,0,5,2,2,4,6,0.0164705882353,14.1,5392.55,823006007.79,895.0,102.0,0.197219803929,59.8,34.7,5.5,29,14,0,26,52,2,5,0,12.4,36.0,0.0,9.3
960,2015,667,Gwinnett County,291,Shiloh Elementary School,E,93.6,2400 Ross Rd,Snellville,Gwinnett County,GA,30039,21.0,Yes,No,800,0,0,0,39,0,29,8,0,18,0.095,0,19,0,0,1,0,1,2,6,0.03625,13.7,6055.34,823006007.79,417.0,69.0,0.223152026534,59.8,33.3,7.0,33,5,0,66,13,3,12,0,10.5,8.1,0.0,5.2
961,2015,667,Gwinnett County,294,Nesbit Elementary School,E,73.1,6575 Cherokee Dr,Tucker,Gwinnett County,GA,30084,21.0,Yes,No,2481,0,0,0,36,0,31,10,0,20,0.031035872632,1,10,0,0,1,9,7,1,12,0.0165255945183,15.3,4431.36,823006007.79,1812.0,78.0,0.245743215084,54.5,37.9,7.6,40,4,0,19,73,1,3,0,6.9,56.2,0.0,5.1
962,2015,667,Gwinnett County,295,Fort Daniel Elementary School,E,83.9,1725 Auburn Rd,Dacula,Gwinnett County,GA,30019,21.0,No,No,681,0,0,0,8,0,0,1,0,4,0.0132158590308,0,0,0,0,0,0,0,3,4,0.0102790014684,14.3,6156.03,823006007.79,141.0,31.0,0.0799396708608,60.8,34.5,4.7,7,5,0,14,16,6,59,0,9.9,6.5,0.0,13.1
963,2015,667,Gwinnett County,296,Sugar Hill Elementary School,E,91.6,939 Level Creek Rd,Sugar Hill,Gwinnett County,GA,30518,21.0,No,No,1290,0,0,1,46,0,11,29,0,8,0.0674418604651,0,3,0,0,5,0,1,6,4,0.0147286821705,15.6,5400.55,823006007.79,463.0,87.0,0.114904247224,55.4,38.3,6.3,16,10,0,14,24,6,47,0,11.5,13.8,0.0,13.4
964,2015,667,Gwinnett County,297,Hull Middle School,M,87.6,1950 Old Peachtree Rd,Duluth,Gwinnett County,GA,30097,21.0,No,No,1359,0,2,180,34,2,1,1,0,10,0.161883738043,0,1,0,0,9,1,4,2,41,0.0426784400294,17.6,5520.64,823006007.79,737.0,158.0,0.0960629954934,79.0,18.0,3.0,11,36,0,23,10,4,27,0,11.1,1.3,0.2,35.8
965,2015,667,Gwinnett County,298,M. H. Mason Elementary School,E,88.8,3030 Bunten Rd,Duluth,Gwinnett County,GA,30096,21.0,No,No,1001,0,0,0,5,0,3,1,0,16,0.00899100899101,3,1,0,0,0,0,2,2,9,0.016983016983,13.5,6194.57,823006007.79,292.0,72.0,0.188700571656,64.3,29.4,6.3,17,36,0,28,14,4,19,0,12.1,15.2,0.0,21.2
966,2015,667,Gwinnett County,300,Susan Stripling Elementary School,E,71.4,6155 Atlantic Blvd,Norcross,Gwinnett County,GA,30071,21.0,Yes,No,1414,0,0,1,89,0,11,33,0,24,0.0947666195191,1,9,0,0,0,1,0,2,39,0.036775106082,15.2,4799.09,823006007.79,1091.0,63.0,0.259498775005,57.0,36.0,7.0,39,5,0,24,65,1,4,0,7.3,32.2,0.0,4.3
967,2015,667,Gwinnett County,304,Berkmar Middle School,M,65.3,4355 Lawrenceville Hwy Nw,Lilburn,Gwinnett County,GA,30047,21.0,Yes,No,1178,0,0,603,243,20,0,16,0,21,0.748726655348,14,13,1,0,23,30,2,7,113,0.172325976231,15.9,4644.08,823006007.79,908.0,83.0,0.20096154511,63.3,29.5,7.2,36,10,0,30,54,2,3,0,14.8,6.5,0.4,10.0
968,2015,667,Gwinnett County,305,Ivy Creek Elementary School,E,86.5,3443 Ridge Rd,Buford,Gwinnett County,GA,30519,21.0,No,No,978,0,0,1,13,0,1,6,0,6,0.021472392638,0,1,0,0,1,0,0,1,6,0.00920245398773,17.7,5030.14,823006007.79,243.0,62.0,0.138309553266,56.1,38.0,5.8,12,11,0,17,15,4,54,0,9.5,11.7,0.0,11.0
969,2015,667,Gwinnett County,309,Rosebud Elementary School,E,67.4,4151 Rosebud Rd,Loganville,Walton County,GA,30052,41.0,Yes,No,1263,0,0,3,92,0,11,41,0,26,0.116389548694,3,0,0,0,4,0,1,4,42,0.0427553444181,16.7,4205.01,823006007.79,588.0,148.0,0.23662738502,64.9,30.5,4.6,28,2,0,80,8,4,6,0,11.4,4.2,0.0,5.4
970,2015,667,Gwinnett County,376,Gwin Oaks Elementary School,E,88.1,400 Gwin Oaks Dr,Lawrenceville,Gwinnett County,GA,30044,21.0,No,No,1150,0,0,1,26,0,13,8,0,7,0.0417391304348,1,5,0,0,0,0,2,2,7,0.0147826086957,14.8,5566.84,823006007.79,340.0,90.0,0.113573409617,66.8,28.9,4.3,13,22,0,23,20,2,33,0,10.5,13.4,0.0,19.2
971,2015,667,Gwinnett County,380,Dacula Middle School,M,80.8,137 Dacula Rd,Dacula,Gwinnett County,GA,30019,21.0,No,No,1715,0,0,274,158,9,1,28,0,23,0.274052478134,13,6,0,0,14,8,4,21,64,0.0758017492711,19.0,4514.83,823006007.79,639.0,167.0,0.106013640761,66.0,29.2,4.8,18,3,0,39,19,5,34,0,13.9,1.7,0.4,16.8
972,2015,667,Gwinnett County,382,Arcado Elementary School,E,85.3,5150 Arcado Rd Sw,Lilburn,Gwinnett County,GA,30047,21.0,No,No,1249,0,0,2,31,0,7,24,0,13,0.0512409927942,0,20,0,0,1,0,0,3,12,0.0288230584468,15.4,5311.32,823006007.79,486.0,98.0,0.0966386571527,64.0,31.5,4.6,17,29,0,23,24,4,21,0,9.7,18.1,0.0,12.8
973,2015,667,Gwinnett County,389,Cedar Hill Elementary School,E,71.9,3615 Sugarloaf Pkwy,Lawrenceville,Gwinnett County,GA,30044,21.0,Yes,No,1510,0,0,1,29,1,54,17,0,24,0.0675496688742,0,10,0,0,2,0,1,2,26,0.0271523178808,15.5,5079.05,823006007.79,933.0,131.0,0.187130182981,60.3,33.4,6.2,32,10,0,40,36,4,10,0,11.5,25.1,0.0,9.3
974,2015,667,Gwinnett County,391,Pharr Elementary School,E,83.3,1500 North Rd,Snellville,Gwinnett County,GA,30078,21.0,No,No,705,0,0,0,14,0,10,2,0,7,0.0368794326241,0,0,0,0,1,0,0,2,11,0.0198581560284,14.0,6449.39,823006007.79,231.0,60.0,0.135877862573,57.9,35.7,6.4,15,6,0,35,15,5,39,0,11.5,7.4,0.0,18.1
975,2015,667,Gwinnett County,394,Simonton Elementary School,E,69.3,275 Simonton Rd,Lawrenceville,Gwinnett County,GA,30045,21.0,Yes,No,958,0,1,0,36,0,15,15,0,8,0.0699373695198,0,3,0,0,1,0,3,1,13,0.0219206680585,14.7,5464.09,823006007.79,576.0,86.0,0.194476410747,54.1,38.2,7.7,32,6,0,40,28,4,21,0,11.3,16.3,0.0,6.9
976,2015,667,Gwinnett County,395,Jackson Elementary School,E,80.8,1970 Sever Rd,Lawrenceville,Gwinnett County,GA,30043,21.0,No,No,1804,0,0,0,31,0,48,5,0,8,0.0465631929047,0,1,0,0,2,7,0,2,7,0.0105321507761,17.2,4529.16,823006007.79,815.0,166.0,0.1523809582,60.0,35.7,4.3,20,15,1,26,34,2,22,0,11.1,21.0,0.0,15.0
977,2015,667,Gwinnett County,397,Magill Elementary School,E,61.1,3900 Brushy Fork Rd,Loganville,Gwinnett County,GA,30052,21.0,Yes,No,1332,0,0,0,66,0,4,12,0,6,0.0615615615616,1,2,0,0,11,0,2,5,13,0.0255255255255,15.1,4797.32,823006007.79,655.0,112.0,0.210439100862,61.0,33.6,5.5,28,1,0,49,23,4,22,0,10.6,10.9,0.1,5.8
978,2015,667,Gwinnett County,398,Partee Elementary School,E,63.3,4350 Campbell Rd,Snellville,Gwinnett County,GA,30039,21.0,Yes,No,777,0,0,7,54,0,3,21,0,10,0.109395109395,0,3,0,0,15,1,3,4,21,0.0604890604891,13.5,5237.66,823006007.79,394.0,79.0,0.177871152759,70.9,25.2,3.9,25,5,0,69,12,4,9,0,10.6,6.5,0.0,7.6
979,2015,667,Gwinnett County,400,Riverside Elementary School,E,92.7,5445 Settles Bridge Rd,Suwanee,Gwinnett County,GA,30024,21.0,No,No,1069,0,0,0,3,0,0,0,0,6,0.00280636108513,0,0,0,0,0,0,0,3,4,0.00654817586529,16.0,5965.07,823006007.79,64.0,34.0,0.0658276900649,70.7,27.2,2.1,2,22,0,9,7,3,59,0,10.0,5.4,0.0,23.4
980,2015,667,Gwinnett County,405,Glenn C. Jones Middle School,M,84.6,3575 Ridge Rd,Buford,Gwinnett County,GA,30519,21.0,No,No,1430,0,0,233,37,4,1,23,0,20,0.208391608392,5,8,0,0,20,3,2,9,52,0.0692307692308,17.9,4554.33,823006007.79,352.0,104.0,0.0852314457297,59.1,34.6,6.3,12,10,0,24,17,4,45,0,12.0,1.8,0.2,17.3
981,2015,667,Gwinnett County,494,Simpson Elementary School,E,98.3,4525 E Jones Bridge Rd,Norcross,Gwinnett County,GA,30092,21.0,No,No,757,0,0,0,8,0,10,0,0,1,0.0237780713342,2,2,0,0,0,0,2,0,4,0.0132100396301,13.2,7324.54,823006007.79,42.0,6.0,0.0463576167822,54.3,42.3,3.4,2,10,0,6,6,4,73,0,8.1,1.9,0.0,32.4
982,2015,667,Gwinnett County,495,Kanoheda Elementary School,E,80.0,1025 Herrington Rd,Lawrenceville,Gwinnett County,GA,30044,21.0,Yes,No,1204,0,0,0,22,0,18,0,0,3,0.0332225913621,1,2,0,0,0,0,4,0,1,0.00664451827243,13.2,5459.36,823006007.79,889.0,105.0,0.234636873007,60.0,35.0,5.1,34,4,0,32,58,2,5,0,11.4,37.0,0.0,7.1
983,2015,667,Gwinnett County,498,Taylor Elementary School,E,78.2,600 Taylor School Dr,Lawrenceville,Gwinnett County,GA,30043,21.0,No,No,1021,0,0,1,15,0,17,9,0,8,0.0411361410382,1,2,0,0,2,0,0,5,3,0.0127326150833,14.7,5339.29,823006007.79,354.0,84.0,0.170442283154,63.3,32.8,3.9,18,12,0,26,24,6,32,0,10.7,10.8,0.0,13.7
984,2015,667,Gwinnett County,505,Sycamore Elementary School,E,84.1,5695 Sycamore Rd,Sugar Hill,Gwinnett County,GA,30518,21.0,Yes,No,800,0,0,0,28,0,41,14,0,20,0.10375,0,2,0,0,5,0,2,8,15,0.04,15.5,4909.57,823006007.79,401.0,70.0,0.154910102487,59.0,34.0,7.0,22,3,0,14,43,3,35,0,12.6,19.2,0.0,4.7
985,2015,667,Gwinnett County,509,Trip Elementary School,E,85.0,841 Cooper Rd,Grayson,Gwinnett County,GA,30017,21.0,No,No,1042,0,0,2,38,0,6,8,0,41,0.0518234165067,1,1,0,0,4,2,0,17,15,0.0383877159309,16.9,4845.57,823006007.79,360.0,100.0,0.166488796473,68.5,27.8,3.6,16,4,1,49,11,5,30,0,10.3,7.3,0.1,9.9
986,2015,667,Gwinnett County,605,W. J. Cooper Elementary School,E,83.3,555 Ozora Rd,Loganville,Gwinnett County,GA,30052,21.0,No,No,1254,0,0,0,4,0,29,4,0,14,0.0295055821372,0,6,0,0,0,0,0,4,7,0.0135566188198,17.8,5228.85,823006007.79,308.0,92.0,0.107508532703,66.6,29.5,3.9,13,3,0,31,10,4,52,0,11.0,3.4,0.0,11.9
987,2015,667,Gwinnett County,608,Patrick Elementary School,E,78.2,2707 Kilgore Rd,Buford,Gwinnett County,GA,30519,21.0,No,No,906,0,1,4,9,0,14,7,0,7,0.0386313465784,0,5,0,0,0,0,0,2,10,0.0187637969095,16.8,5556.78,823006007.79,245.0,55.0,0.140000000596,59.9,34.5,5.5,12,13,0,25,14,2,46,0,10.2,12.2,0.0,15.9
988,2015,667,Gwinnett County,705,Parsons Elementary School,E,89.9,1615 Old Peachtree Rd Nw,Suwanee,Gwinnett County,GA,30024,21.0,No,No,848,0,0,5,0,0,6,0,0,3,0.0129716981132,0,1,0,0,1,0,0,4,1,0.00825471698113,16.6,5293.48,823006007.79,122.0,59.0,0.107142858207,72.8,24.6,2.6,5,49,1,15,5,4,25,0,7.5,9.7,0.0,22.2
992,2015,667,Gwinnett County,805,Peachtree Ridge High School,H,85.9,1555 Old Peachtree Rd Nw,Suwanee,Gwinnett County,GA,30024,21.0,No,No,3375,0,15,1035,198,23,21,8,0,63,0.385185185185,7,10,0,0,5,57,5,10,95,0.056,19.7,4263.54,823006007.79,815.0,211.0,0.0869158878922,59.9,29.0,11.1,10,24,0,27,16,3,30,0,9.5,1.9,0.2,30.0
993,2015,667,Gwinnett County,1005,Alcova Elementary School,E,80.0,770 Ewing Chapel Rd,Dacula,Gwinnett County,GA,30019,21.0,Yes,No,1285,0,0,0,48,0,16,14,0,29,0.0607003891051,0,2,0,0,1,3,1,10,17,0.0264591439689,15.0,5072.9,823006007.79,509.0,129.0,0.176013812423,65.4,31.1,3.4,21,2,0,53,23,4,18,0,12.8,15.6,0.0,11.3
994,2015,667,Gwinnett County,1010,Bay Creek Middle School,M,82.8,821 Cooper Rd,Grayson,Gwinnett County,GA,30017,21.0,No,No,1165,0,0,331,81,9,5,28,0,27,0.389699570815,1,6,0,0,14,3,7,12,59,0.0875536480687,19.3,4447.88,823006007.79,327.0,118.0,0.107109881938,64.6,31.2,4.1,16,4,1,44,13,5,33,0,10.3,0.6,0.1,20.0
995,2015,667,Gwinnett County,1012,Grace Snell Middle School,M,76.0,3800 Brushy Fork Road,Loganville,Gwinnett County,GA,30052,21.0,Yes,No,1263,0,8,370,194,5,3,45,0,16,0.494853523357,5,11,1,0,14,5,7,6,102,0.119556611243,16.3,4871.82,823006007.79,627.0,117.0,0.172624230385,63.0,30.5,6.5,29,2,1,68,15,4,11,0,15.0,1.1,0.8,7.1
996,2015,667,Gwinnett County,1013,Ferguson Elementary School,E,73.1,1755 Centerview Dr,Duluth,Gwinnett County,GA,30096,21.0,Yes,No,1158,0,0,0,119,1,24,8,0,36,0.131260794473,5,6,0,0,23,0,3,3,49,0.0768566493955,13.7,5329.72,823006007.79,793.0,76.0,0.36134454608,60.4,33.6,6.0,37,4,0,48,40,4,4,0,12.5,29.3,0.0,8.8
997,2015,667,Gwinnett County,1014,Roberts Elementary School,E,86.6,251 Highway 23 Ne,Suwanee,Gwinnett County,GA,30024,21.0,No,No,878,0,0,2,1,0,0,1,0,5,0.00455580865604,0,0,0,0,0,0,1,3,1,0.00569476082005,16.2,4943.72,823006007.79,121.0,41.0,0.119904078543,69.1,29.4,1.5,4,24,0,12,12,9,44,0,8.9,9.7,0.0,23.3
998,2015,667,Gwinnett County,1015,Jenkins Elementary School,E,82.1,12 Village Way,Lawrenceville,Gwinnett County,GA,30046,21.0,Yes,No,1170,0,0,0,46,0,43,7,0,9,0.0820512820513,1,7,0,0,1,2,2,0,8,0.0179487179487,16.3,4558.33,823006007.79,800.0,100.0,0.233527138829,65.6,29.0,5.5,37,2,0,48,38,2,9,0,8.8,28.2,0.0,6.1
999,2015,667,Gwinnett County,1016,Anderson-Livsey Elementary School,E,67.5,4521 Centerville Hwy,Snellville,Gwinnett County,GA,30039,21.0,Yes,No,938,0,0,0,130,0,5,13,0,19,0.157782515991,1,10,0,0,7,0,2,5,45,0.0746268656716,15.0,4406.27,823006007.79,508.0,66.0,0.223170727491,60.6,33.6,5.9,34,1,0,70,18,6,6,0,10.0,12.2,0.0,7.6
1000,2015,667,Gwinnett County,1017,Burnette Elementary School,E,89.7,3221 Mcginnis Ferry Road,Suwanee,Gwinnett County,GA,30024,21.0,No,No,738,0,0,3,7,0,36,0,0,0,0.0623306233062,0,3,0,0,0,0,0,0,3,0.00813008130081,15.3,5613.37,823006007.79,120.0,47.0,0.134393066168,69.2,28.5,2.3,7,26,0,23,12,4,36,0,15.9,9.7,0.0,19.3
1001,2015,667,Gwinnett County,1018,Lanier High School,H,83.6,918 Buford Hwy,Sugar Hill,Gwinnett County,GA,30518,21.0,No,No,1822,0,0,189,217,20,0,5,0,53,0.2365532382,1,11,1,0,15,97,8,8,50,0.1048298573,19.8,4139.39,823006007.79,533.0,118.0,0.113835379481,54.6,32.8,12.6,13,6,0,20,24,3,46,0,10.6,1.5,0.0,15.0
1002,2015,667,Gwinnett County,1050,Berkmar High School,H,75.1,405 Pleasant Hill Rd Nw,Lilburn,Gwinnett County,GA,30047,21.0,Yes,No,3820,0,50,2165,543,44,1,22,0,57,0.739528795812,5,53,1,0,15,93,11,15,170,0.0950261780105,18.5,4201.59,823006007.79,2403.0,315.0,0.214389741421,45.3,32.4,22.2,26,10,0,31,51,2,5,0,11.2,7.3,0.2,9.0
1003,2015,667,Gwinnett County,1052,Dyer Elementary School,E,79.0,1707 Hurricane Shoals Rd,Dacula,Gwinnett County,GA,30019,21.0,No,No,808,0,0,0,23,0,12,0,0,9,0.0433168316832,0,1,0,0,0,0,0,3,8,0.0148514851485,14.4,6014.1,823006007.79,255.0,61.0,0.128818064928,58.4,36.8,4.8,12,7,0,25,21,6,42,0,17.2,8.8,0.0,12.3
1004,2015,667,Gwinnett County,1056,Lilburn Middle School,M,68.7,4994 Lawrenceville Hwy Nw,Lilburn,Gwinnett County,GA,30047,21.0,Yes,No,1968,0,1,1503,423,27,37,29,0,16,1.02642276423,2,40,1,0,11,39,16,15,154,0.141260162602,17.7,3713.82,823006007.79,1468.0,91.0,0.206935122609,48.7,38.8,12.5,39,8,0,19,68,2,3,0,14.1,14.2,1.3,7.2
1005,2015,667,Gwinnett County,1058,Rockbridge Elementary School,E,61.8,6066 Rockbridge School Rd,Norcross,Gwinnett County,GA,30093,21.0,Yes,No,1383,0,0,4,17,0,1,1,0,4,0.0166305133767,0,5,0,0,0,0,2,0,4,0.00795372378886,13.2,5026.87,823006007.79,973.0,34.0,0.321989536285,52.3,39.6,8.2,43,5,0,21,70,1,2,0,9.1,52.1,0.0,3.6
1006,2015,667,Gwinnett County,1105,J. A. Alford Elementary,E,70.8,2625 Lawrenceville Hwy,Lawrenceville,Gwinnett County,GA,30044,21.0,Yes,No,1106,0,0,1,49,1,18,7,0,2,0.0687160940325,0,0,0,0,0,0,0,0,6,0.00542495479204,14.6,5353.79,823006007.79,701.0,95.0,0.168326690793,58.9,34.9,6.2,29,12,0,28,45,2,13,0,12.7,32.4,0.0,6.4
1007,2015,667,Gwinnett County,1110,Starling Elementary School,E,82.4,1725 Grayson Hwy,Grayson,Gwinnett County,GA,30017,21.0,No,No,1047,0,0,0,23,0,9,8,0,6,0.0382043935053,0,0,0,0,3,0,2,0,2,0.00668576886342,16.7,4838.95,823006007.79,319.0,82.0,0.117943547666,64.9,31.5,3.5,13,8,0,38,14,4,36,0,10.6,8.5,0.0,11.1
1008,2015,667,Gwinnett County,1112,Moore Middle School,M,62.9,1221 Lawrenceville Hwy,Lawrenceville,Gwinnett County,GA,30046,21.0,Yes,No,1128,0,0,727,275,8,1,6,0,10,0.901595744681,1,10,1,0,22,13,5,14,165,0.204787234043,16.0,4856.08,823006007.79,761.0,116.0,0.16930693388,58.2,32.2,9.7,41,9,0,41,34,4,11,0,15.0,3.3,0.5,8.4
1009,2015,667,Gwinnett County,1115,Northbrook Middle School,M,69.6,1221 Northbrook Pkwy,Suwanee,Gwinnett County,GA,30024,21.0,No,No,1078,0,1,396,113,1,0,18,0,7,0.490723562152,3,1,0,0,4,7,1,9,89,0.105751391466,17.10792873,4277.54,823006007.79,428.0284571,46.01911961,0.095904096961,70.0,26.2,3.8,18,18,0,29,29,3,21,0,14.0,2.2,0.2,23.3
1010,2015,667,Gwinnett County,1205,Duncan Creek Elementary,E,80.0,4500 Braselton Hwy,Hoschton,Gwinnett County,GA,30548,21.0,No,No,1183,0,0,1,4,0,17,3,0,4,0.0211327134404,0,0,0,0,0,0,1,0,5,0.0050718512257,16.0,5758.67,823006007.79,213.0,56.0,0.122994653881,58.6,36.8,4.6,8,5,0,14,8,2,70,0,13.9,2.9,0.0,15.6
1011,2015,667,Gwinnett County,1210,Couch Middle School,M,83.0,1777 Grayson Hwy,Grayson,Gwinnett County,GA,30017,21.0,No,No,1062,0,0,273,91,10,7,10,0,7,0.368173258004,7,2,0,0,16,22,5,5,67,0.116760828625,19.0,4444.53,823006007.79,290.0,80.0,0.115267947316,63.7,29.5,6.9,14,6,0,37,13,5,38,0,15.9,0.6,0.4,21.4
1012,2015,667,Gwinnett County,1214,Gwinnett Online Campus,E,76.8,713 Hi Hope Rd,Lawrenceville,Gwinnett County,GA,30043,21.0,No,Yes,457,0,0,0,4,0,0,0,0,6,0.00875273522976,0,0,0,0,2,2,0,0,1,0.0109409190372,11.6,8633.47,823006007.79,29.0,6.0,0.4877384305,91.2,4.6,4.2,12,4,1,22,9,4,60,0,8.7,0.0,0.3,27.8
1013,2015,667,Gwinnett County,1214,Gwinnett Online Campus,H,71.5,713 Hi Hope Rd,Lawrenceville,Gwinnett County,GA,30043,21.0,No,Yes,457,0,0,0,4,0,0,0,0,6,0.00875273522976,0,0,0,0,2,2,0,0,1,0.0109409190372,11.6,8633.47,823006007.79,29.0,6.0,0.4877384305,91.2,4.6,4.2,12,4,1,22,9,4,60,0,8.7,0.0,0.3,27.8
1014,2015,667,Gwinnett County,1214,Gwinnett Online Campus,M,83.5,713 Hi Hope Rd,Lawrenceville,Gwinnett County,GA,30043,21.0,No,Yes,457,0,0,0,4,0,0,0,0,6,0.00875273522976,0,0,0,0,2,2,0,0,1,0.0109409190372,11.6,8633.47,823006007.79,29.0,6.0,0.4877384305,91.2,4.6,4.2,12,4,1,22,9,4,60,0,8.7,0.0,0.3,27.8
1015,2015,667,Gwinnett County,1305,Margaret Winn Holt Elementary School,E,72.5,588 Old Snellville Hwy,Lawrenceville,Gwinnett County,GA,30046,21.0,Yes,No,1315,0,0,0,51,0,56,21,0,10,0.0973384030418,0,6,0,0,1,0,2,4,13,0.0197718631179,14.0,5201.0,823006007.79,818.0,123.0,0.192997440696,54.1,37.3,8.6,32,8,0,31,36,3,21,0,13.2,21.9,0.0,4.8
1016,2015,667,Gwinnett County,1310,White Oak Elementary School,E,76.6,6442 Suwanee Dam Rd,Buford,Gwinnett County,GA,30518,21.0,No,No,891,0,1,4,17,0,28,4,0,10,0.0606060606061,1,1,0,0,1,0,2,2,14,0.023569023569,17.4,4395.7,823006007.79,136.0,48.0,0.109916366637,60.2,35.2,4.6,7,5,0,14,11,3,67,0,10.3,5.0,0.0,9.2
1017,2015,667,Gwinnett County,1405,Level Creek Elementary School,E,89.8,4488 Tench Rd,Suwanee,Gwinnett County,GA,30024,21.0,No,No,879,0,0,1,4,0,9,0,0,15,0.0159271899886,0,0,0,0,5,0,0,10,4,0.0216154721274,16.6,5176.02,823006007.79,63.0,17.0,0.0718492344022,66.0,31.5,2.5,3,15,0,8,5,5,66,0,9.4,1.9,0.0,29.3
1018,2015,667,Gwinnett County,1410,Mountain View High School,H,75.8,2351 Sunny Hill Rd,Lawrenceville,Gwinnett County,GA,30043,21.0,No,No,2219,0,0,535,95,11,0,4,0,65,0.290671473637,12,7,0,0,24,42,1,11,38,0.0608382154123,20.4,4031.3,823006007.79,559.0,145.0,0.0899143666029,58.0,32.9,9.0,11,8,0,23,17,5,46,0,10.4,0.7,0.1,21.1
1019,2015,667,Gwinnett County,1505,Louise Radloff Middle School,M,65.6,3939 Shackleford Rd,Duluth,Gwinnett County,GA,30096,21.0,Yes,No,2055,0,0,1270,568,46,12,29,0,21,0.936739659367,10,29,0,0,35,61,19,20,189,0.176642335766,16.3,4239.47,823006007.79,1611.0,111.0,0.227098196745,57.4,33.3,9.3,39,5,0,28,63,2,3,0,15.9,5.8,0.6,7.3
1020,2015,667,Gwinnett County,1510,North Gwinnett Middle School,M,93.2,170 Peachtree Industrial Blvd,Sugar Hill,Gwinnett County,GA,30518,21.0,No,No,2191,0,0,93,15,0,2,2,0,11,0.0511182108626,0,1,0,0,3,3,2,4,25,0.0173436786855,18.0,4555.06,823006007.79,166.0,77.0,0.0432330816984,68.3,28.1,3.6,3,21,0,11,7,5,56,0,8.3,0.8,0.0,34.2
1021,2015,667,Gwinnett County,1605,Charles Brant Chesney Elementary School,E,80.7,3878 Old Norcross Rd,Duluth,Gwinnett County,GA,30096,21.0,Yes,No,1320,0,0,1,31,0,1,4,0,0,0.0280303030303,0,3,0,0,1,1,2,2,4,0.00984848484848,14.3,4734.86,823006007.79,905.0,101.0,0.25086504221,71.5,25.2,3.3,29,12,0,28,53,1,5,0,8.5,40.0,0.0,10.6
1022,2015,667,Gwinnett County,1610,Twin Rivers Middle School,M,92.1,2300 Braselton Hwy,Buford,Gwinnett County,GA,30519,21.0,No,No,1678,0,0,262,72,4,5,27,0,16,0.220500595948,0,1,0,0,20,26,2,8,73,0.07747318236,17.9,4494.9,823006007.79,523.0,127.0,0.0871501266956,66.3,28.8,4.9,14,8,1,24,21,5,42,0,12.9,1.0,0.2,21.1
1023,2015,667,Gwinnett County,1710,Archer High School,H,83.1,2255 New Hope Rd,Lawrenceville,Gwinnett County,GA,30045,21.0,No,No,2560,0,0,723,145,9,1,8,0,23,0.34609375,0,2,0,0,26,39,5,10,65,0.057421875,20.1,4158.95,823006007.79,671.0,215.0,0.0813475772738,60.7,31.1,8.3,12,3,0,37,11,3,46,0,10.9,1.1,0.2,19.8
1024,2015,667,Gwinnett County,1810,Woodward Mill Elementary School,E,82.2,2020 Buford Dr,Lawrenceville,Gwinnett County,GA,30043,21.0,No,No,1088,0,0,0,13,0,4,2,0,7,0.0174632352941,0,0,0,0,0,0,0,0,10,0.00919117647059,16.7,4800.89,823006007.79,375.0,84.0,0.130049258471,56.4,36.5,7.1,15,9,0,21,25,4,41,0,12.2,13.7,0.0,11.0
1025,2015,667,Gwinnett County,2050,Bethesda Elementary School,E,78.7,525 Bethesda School Rd,Lawrenceville,Gwinnett County,GA,30044,21.0,Yes,No,1433,0,1,0,31,0,11,5,0,10,0.0334961618981,1,5,0,0,1,0,2,2,5,0.0111653872994,15.8,4458.26,823006007.79,1024.0,127.0,0.159174650908,57.9,37.6,4.5,32,12,0,24,56,2,6,0,10.1,35.9,0.0,8.0
