schoolID,sysID,schoolName,sysName,county,street,city,state,zip,locClass,chrtr,titleI,stdTchRatio,freeLnch,reducedLnch
409,667,PUCKETT'S MILL ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,2442 S PUCKETTS MILL RD,DACULA,GA,30019,21,No,No,16.8,99,33
3050,716,PULASKI COUNTY ELEMENTARY SCHOOL,PULASKI COUNTY,PULASKI COUNTY,280 BROAD ST,HAWKINSVILLE,GA,31036,32,No,Yes,15,468,44
195,716,PULASKI COUNTY MIDDLE SCHOOL,PULASKI COUNTY,PULASKI COUNTY,8 RED DEVIL DR,HAWKINSVILLE,GA,31036,32,No,Yes,16.7,210,34
116,625,PULASKI ELEMENTARY SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,1001 TIBET AVE,SAVANNAH,GA,31419,12,No,Yes,15.4,433,94
113,717,PUTNAM COUNTY ELEMENTARY SCHOOL,PUTNAM COUNTY,PUTNAM COUNTY,314 S WASHINGTON AVE,EATONTON,GA,31024,32,No,Yes,14.9,439,52
114,717,PUTNAM COUNTY HIGH SCHOOL,PUTNAM COUNTY,PUTNAM COUNTY,300 WAR EAGLE RD,EATONTON,GA,31024,42,No,Yes,13.6,456,62
111,717,PUTNAM COUNTY MIDDLE SCHOOL,PUTNAM COUNTY,PUTNAM COUNTY,140 SPARTA HWY,EATONTON,GA,31024,41,No,Yes,15.8,431,68
112,717,PUTNAM COUNTY PRIMARY SCHOOL,PUTNAM COUNTY,PUTNAM COUNTY,162 OLD GLENWOOD SPRINGS RD,EATONTON,GA,31024,41,No,Yes,14.3,633,61
195,676,QUAIL RUN ELEMENTARY SCHOOL,HOUSTON COUNTY,HOUSTON COUNTY,250 SMITHVILLE CHURCH RD,WARNER ROBINS,GA,31088,13,No,No,15,282,70
199,718,QUITMAN COUNTY ELEMENTARY,QUITMAN COUNTY,QUITMAN COUNTY,173 KAIGLER RD,GEORGETOWN,GA,39854,33,No,Yes,12.7,249,0
110,718,QUITMAN COUNTY HIGH SCHOOL,QUITMAN COUNTY,QUITMAN COUNTY,173 KAIGLER RD,GEORGETOWN,GA,39854,33,No,Yes,16,77,0
193,614,QUITMAN ELEMENTARY SCHOOL,BROOKS COUNTY,BROOKS COUNTY,2200 MOULTRIE HWY,QUITMAN,GA,31643,41,No,Yes,16.6,693,0
198,628,R. M. MOORE ELEMENTARY SCHOOL,CHEROKEE COUNTY,CHEROKEE COUNTY,1375 PUCKETT RD,WALESKA,GA,30183,41,No,Yes,15.4,219,63
105,719,RABUN COUNTY ELEMENTARY SCHOOL,RABUN COUNTY,RABUN COUNTY,1115 E BOGGS MOUNTAIN RD,TIGER,GA,30576,41,No,Yes,13.3,417,65
177,719,RABUN COUNTY HIGH SCHOOL,RABUN COUNTY,RABUN COUNTY,230 WILDCAT HILL DR,TIGER,GA,30576,41,No,No,14.3,319,81
100,719,RABUN COUNTY MIDDLE SCHOOL,RABUN COUNTY,RABUN COUNTY,95 WILDCAT PRIDE WAY,TIGER,GA,30576,41,No,No,13.2,180,46
114,719,RABUN COUNTY PRIMARY SCHOOL,RABUN COUNTY,RABUN COUNTY,801 E BOGGS MOUNTAIN RD,TIGER,GA,30576,41,No,Yes,15.2,370,69
5058,647,RADIUM SPRINGS ELEMENTARY SCHOOL,DOUGHERTY COUNTY,DOUGHERTY COUNTY,2400 ROXANNA RD,ALBANY,GA,31705,23,No,Yes,15.9,618,0
106,647,RADIUM SPRINGS MIDDLE SCHOOL,DOUGHERTY COUNTY,DOUGHERTY COUNTY,2600 RADIUM SPRINGS RD,ALBANY,GA,31705,23,No,Yes,16.7,732,0
4064,644,RAINBOW ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,2801 KELLEY CHAPEL RD,DECATUR,GA,30034,21,No,Yes,14,404,11
6001,628,RALPH BUNCHE CENTER,CHEROKEE COUNTY,CHEROKEE COUNTY,400 BELLETTA DR,CANTON,GA,30114,21,No,No,17.10792873,428.0284571,46.01911961
201,720,RANDOLPH CLAY HIGH SCHOOL,RANDOLPH COUNTY,RANDOLPH COUNTY,3451 GA HIGHWAY 266,CUTHBERT,GA,39840,32,No,Yes,15.3,280,28
101,720,RANDOLPH CLAY MIDDLE SCHOOL,RANDOLPH COUNTY,RANDOLPH COUNTY,3451 GA HIGHWAY 266,CUTHBERT,GA,39840,32,No,Yes,16.6,177,18
2050,720,RANDOLPH COUNTY ELEMENTARY SCHOOL,RANDOLPH COUNTY,RANDOLPH COUNTY,214 N HIGHLAND AVE,CUTHBERT,GA,39840,32,No,Yes,20.2,479,41
390,660,RANDOLPH ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,5320 CAMPBELLTON RD SW,ATLANTA,GA,30331,21,No,Yes,15.4,403,51
190,664,RED BUD ELEMENTARY SCHOOL,GORDON COUNTY,GORDON COUNTY,4151 RED BUD RD NE,CALHOUN,GA,30701,41,No,Yes,16.1,381,40
115,664,RED BUD MIDDLE SCHOOL,GORDON COUNTY,GORDON COUNTY,430 FLOYD RD NE,CALHOUN,GA,30701,41,No,Yes,15.3,270,80
403,675,RED OAK ELEMENTARY SCHOOL,HENRY COUNTY,HENRY COUNTY,175 MONARCH VILLAGE WAY,STOCKBRIDGE,GA,30281,21,No,Yes,15.8,429,104
5064,644,REDAN ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1914 STONE MOUNTAIN LITHONIA,LITHONIA,GA,30058,21,No,Yes,15.3,467,10
176,644,REDAN HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,5247 REDAN RD,STONE MOUNTAIN,GA,30088,21,No,Yes,17.3,819,82
205,644,REDAN MIDDLE SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1775 YOUNG RD,LITHONIA,GA,30058,21,No,Yes,17.2,693,38
1066,706,REESE ROAD LEADERSHIP ACADEMY,MUSCOGEE COUNTY,MUSCOGEE COUNTY,3100 REESE RD,COLUMBUS,GA,31907,12,No,No,17.1,308,67
110,726,REHOBOTH ROAD MIDDLE SCHOOL,SPALDING COUNTY,SPALDING COUNTY,1500 REHOBOTH RD,GRIFFIN,GA,30224,41,No,Yes,17.5,407,61
601,732,REIDSVILLE ELEMENTARY SCHOOL,TATTNALL COUNTY,TATTNALL COUNTY,147 CHANDLER AVE,REIDSVILLE,GA,30453,32,No,Yes,16.4,709,0
101,732,REIDSVILLE MIDDLE SCHOOL,TATTNALL COUNTY,TATTNALL COUNTY,P. O. BOX 369,REIDSVILLE,GA,30453,41,No,Yes,13.9,283,0
109,660,RENAISSANCE ES,FULTON COUNTY,FULTON COUNTY,7250 HALL RD,FAIRBURN,GA,30213,41,No,Yes,15.3,532,65
107,660,RENAISSANCE MIDDLE SCHOOL,FULTON COUNTY,FULTON COUNTY,7155 HALL RD,FAIRBURN,GA,30213,41,No,Yes,14.9,936,96
1552,773,RENFROE MIDDLE SCHOOL,DECATUR CITY,DEKALB COUNTY,220 W COLLEGE AVE,DECATUR,GA,30030,21,No,Yes,13.9,173,28
207,631,REX MILL MIDDLE SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,6380 EVANS DR,REX,GA,30273,21,No,Yes,17.9,1105,0
5067,611,RICE ELEMENTARY SCHOOL,BIBB COUNTY,BIBB COUNTY,3750 JESSIE RICE ST,MACON,GA,31206,13,No,Yes,17.4,499,8
188,667,RICHARDS MIDDLE SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,3555 SUGARLOAF PKWY,LAWRENCEVILLE,GA,30044,21,No,Yes,16.8,1083,145
2066,706,RICHARDS MIDDLE SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,2892 EDGEWOOD RD,COLUMBUS,GA,31906,12,No,No,14.9,463,44
213,721,RICHMOND COUNTY TECHNICAL CAREER MAGNET SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,2500 LUMPKIN RD,AUGUSTA,GA,30906,12,No,No,12,207,0
302,615,RICHMOND HILL ELEMENTARY SCHOOL,BRYAN COUNTY,BRYAN COUNTY,473 FRANCES MEEKS WAY,RICHMOND HILL,GA,31324,21,No,No,16.6,208,73
182,615,RICHMOND HILL HIGH SCHOOL,BRYAN COUNTY,BRYAN COUNTY,1 WILDCAT DR,RICHMOND HILL,GA,31324,21,No,No,21.2,289,142
199,615,RICHMOND HILL MIDDLE SCHOOL,BRYAN COUNTY,BRYAN COUNTY,503 WARREN HILL DRIVE,RICHMOND HILL,GA,31324,41,No,No,18.3,333,153
202,615,RICHMOND HILL PRIMARY SCHOOL,BRYAN COUNTY,BRYAN COUNTY,471 FRANCES MEEKS WAY,RICHMOND HILL,GA,31324,21,No,No,22.5,246,87
4050,750,RIDGE ROAD ELEMENTARY SCHOOL,WASHINGTON COUNTY,WASHINGTON COUNTY,285 RIDGE RD.,SANDERSVILLE,GA,31082,41,No,Yes,17.8,645,0
2050,750,RIDGE ROAD PRIMARY SCHOOL,WASHINGTON COUNTY,WASHINGTON COUNTY,P.O. BOX 856,SANDERSVILLE,GA,31082,41,No,Yes,17,836,0
190,746,RIDGELAND HIGH SCHOOL,WALKER COUNTY,WALKER COUNTY,2478 HAPPY VALLEY RD,ROSSVILLE,GA,30741,41,No,No,15.5,779,156
286,660,RIDGEVIEW CHARTER SCHOOL,FULTON COUNTY,FULTON COUNTY,5340 TRIMBLE RD NE,ATLANTA,GA,30342,13,Yes,Yes,13.8,598,23
3066,706,RIGDON ROAD ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,1320 RIGDON RD,COLUMBUS,GA,31906,12,No,Yes,15.2,505,0
805,611,RILEY ELEMENTARY SCHOOL,BIBB COUNTY,BIBB COUNTY,3522 GREENBRIAR RD,MACON,GA,31204,13,No,Yes,17.9,399,10
4050,651,RINCON ELEMENTARY SCHOOL,EFFINGHAM COUNTY,EFFINGHAM COUNTY,501 RICHLAND AVE,RINCON,GA,31326,31,No,Yes,13.1,235,59
3052,623,RINGGOLD ELEMENTARY SCHOOL,CATOOSA COUNTY,CATOOSA COUNTY,322 EVITT LN,RINGGOLD,GA,30736,41,No,Yes,15.4,169,69
4052,623,RINGGOLD HIGH SCHOOL,CATOOSA COUNTY,CATOOSA COUNTY,29 TIGER TRL,RINGGOLD,GA,30736,21,No,No,15.3,334,106
5052,623,RINGGOLD MIDDLE SCHOOL,CATOOSA COUNTY,CATOOSA COUNTY,217 TIGER TRL,RINGGOLD,GA,30736,21,No,Yes,15.3,326,104
100,623,RINGGOLD PRIMARY SCHOOL,CATOOSA COUNTY,CATOOSA COUNTY,340 EVITT LN,RINGGOLD,GA,30736,41,No,Yes,15,242,50
298,656,RISING STARR MIDDLE SCHOOL,FAYETTE COUNTY,FAYETTE COUNTY,183 PANTHER PATH,FAYETTEVILLE,GA,30215,41,No,No,15.8,88,16
116,663,RISLEY MIDDLE SCHOOL,GLYNN COUNTY,GLYNN COUNTY,707 SOUTHPORT PKWY,BRUNSWICK,GA,31523,41,No,Yes,16.2,315,54
397,660,RIVER EVES ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,9000 EVES RD,ROSWELL,GA,30076,13,No,Yes,14,311,49
106,636,RIVER RIDGE ELEMENTARY,COLUMBIA COUNTY,COLUMBIA COUNTY,4109 MULLIKIN RD,EVANS,GA,30809,21,No,No,18.7,79,32
115,628,RIVER RIDGE HIGH SCHOOL,CHEROKEE COUNTY,CHEROKEE COUNTY,400 ARNOLD MILL ROAD,WOODSTOCK,GA,30188,21,No,No,17.9,288,93
4066,706,RIVER ROAD ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,516 HEATH DR,COLUMBUS,GA,31904,12,No,Yes,15.1,296,40
402,660,RIVER TRAIL MIDDLE SCHOOL,FULTON COUNTY,FULTON COUNTY,10795 ROGERS CIR,DULUTH,GA,30097,21,No,No,14.4,78,23
195,631,RIVER'S EDGE ELEMENTARY SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,205 NORTHBRIDGE RD,FAYETTEVILLE,GA,30215,21,No,Yes,17.6,606,0
3056,669,RIVERBEND ELEMENTARY SCHOOL,HALL COUNTY,HALL COUNTY,1742 CLEVELAND HWY,GAINESVILLE,GA,30501,22,No,Yes,15.6,264,29
2060,631,RIVERDALE ELEMENTARY SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,6253 GARDEN WALK BLVD,RIVERDALE,GA,30274,21,No,Yes,17.6,678,0
377,631,RIVERDALE HIGH SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,160 ROBERTS DR,RIVERDALE,GA,30274,21,No,Yes,20.2,1390,0
3060,631,RIVERDALE MIDDLE SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,400 ROBERTS DR,RIVERDALE,GA,30274,21,No,Yes,16.6,709,0
1066,761,RIVERS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,8 PEACHTREE BATTLE AVE NW,ATLANTA,GA,30305,11,No,Yes,14.5,232,39
194,636,RIVERSIDE ELEMENTARY SCHOOL,COLUMBIA COUNTY,COLUMBIA COUNTY,4431 HARDY MCMANUS RD,EVANS,GA,30809,21,No,No,18.1,65,22
400,667,RIVERSIDE ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,5445 SETTLES BRIDGE RD,SUWANEE,GA,30024,21,No,No,16,64,34
102,633,RIVERSIDE INTERMEDIATE SCHOOL,COBB COUNTY,COBB COUNTY,285 S GORDON RD SW,MABLETON,GA,30126,21,No,Yes,16.2,1007,61
193,636,RIVERSIDE MIDDLE SCHOOL,COLUMBIA COUNTY,COLUMBIA COUNTY,1095 FURYS FERRY RD,EVANS,GA,30809,21,No,No,17.3,82,24
307,633,RIVERSIDE PRIMARY SCHOOL,COBB COUNTY,COBB COUNTY,461 S GORDON RD SW,MABLETON,GA,30126,21,No,Yes,14.4,634,31
111,642,RIVERVIEW ELEMENTARY SCHOOL,DAWSON COUNTY,DAWSON COUNTY,370 DAWSON FORREST ROAD,DAWSONVILLE,GA,30534,41,No,Yes,12.5,170,26
106,642,RIVERVIEW MIDDLE SCHOOL,DAWSON COUNTY,DAWSON COUNTY,5126 HIGHWAY 9 S,DAWSONVILLE,GA,30534,41,No,No,12.8,169,31
105,658,RIVERWATCH MIDDLE SCHOOL,FORSYTH COUNTY,FORSYTH COUNTY,610 JAMES BURGESS RD,SUWANEE,GA,30024,21,No,No,18.6,77,20
3066,660,RIVERWOOD INTERNATIONAL CHARTER SCHOOL,FULTON COUNTY,FULTON COUNTY,5900 HEARDS DR NW,ATLANTA,GA,30328,13,No,No,18.4,591,46
1052,772,ROAN ELEMENTARY SCHOOL,DALTON CITY,WHITFIELD COUNTY,1116 ROAN ST,DALTON,GA,30721,13,No,Yes,13.2,416,76
103,647,ROBERT A. CROSS MIDDLE MAGNET,DOUGHERTY COUNTY,DOUGHERTY COUNTY,324 LOCKETT STATION RD,ALBANY,GA,31721,23,No,No,17.4,509,0
291,656,ROBERT J. BURCH ELEMENTARY SCHOOL,FAYETTE COUNTY,FAYETTE COUNTY,330 JENKINS RD,TYRONE,GA,30290,41,No,Yes,13.8,256,35
399,644,ROBERT SHAW THEME SCHOOL,DEKALB COUNTY,DEKALB COUNTY,385 GLENDALE RD,SCOTTDALE,GA,30079,21,No,Yes,14.9,388,27
200,631,ROBERTA T. SMITH ELEMENTARY SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,6340 HIGHWAY 42,REX,GA,30273,21,No,Yes,17.3,927,0
1014,667,ROBERTS ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,251 HIGHWAY 23 NE,SUWANEE,GA,30024,21,No,No,16.2,121,41
189,642,ROBINSON ELEMENTARY SCHOOL,DAWSON COUNTY,DAWSON COUNTY,1150 PERIMETER RD,DAWSONVILLE,GA,30534,41,No,Yes,16.5,255,88
3065,644,ROCK CHAPEL ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1130 ROCK CHAPEL RD,LITHONIA,GA,30058,41,No,Yes,15.4,391,39
509,675,ROCK SPRING ELEMENTARY,HENRY COUNTY,HENRY COUNTY,1550 STROUD RD,MCDONOUGH,GA,30252,21,No,No,18.9,229,41
100,746,ROCK SPRING ELEMENTARY SCHOOL,WALKER COUNTY,WALKER COUNTY,372 HIGHWAY 95,ROCK SPRING,GA,30739,41,No,Yes,12.7,225,52
100,667,ROCK SPRINGS ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,888 ROCK SPRINGS RD,LAWRENCEVILLE,GA,30043,21,No,No,13.7,320,79
1058,667,ROCKBRIDGE ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,6066 ROCKBRIDGE SCHOOL RD,NORCROSS,GA,30093,21,No,Yes,13.2,973,34
272,644,ROCKBRIDGE ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,445 HALWICK WAY,STONE MOUNTAIN,GA,30083,21,No,Yes,14.6,400,20
3052,722,ROCKDALE COUNTY HIGH SCHOOL,ROCKDALE COUNTY,ROCKDALE COUNTY,1174 BULLDOG CIR NE,CONYERS,GA,30012,21,No,No,18.7,1054,165
414,891,ROCKDALE RYDC,DEPARTMENT OF JUVENILE JUSTICE,ROCKDALE COUNTY,2165 CHAMBERS DR NW,CONYERS,GA,30012,21,No,Yes,17.10792873,0,0
102,715,ROCKMART HIGH SCHOOL,POLK COUNTY,POLK COUNTY,990 CARTERSVILLE HWY,ROCKMART,GA,30153,41,No,Yes,18.8,741,0
104,715,ROCKMART MIDDLE SCHOOL,POLK COUNTY,POLK COUNTY,60 KNOX MOUNTAIN RD,ROCKMART,GA,30153,41,No,Yes,16.6,586,0
103,708,ROCKY BRANCH ELEMENTARY SCHOOL,OCONEE COUNTY,OCONEE COUNTY,5250 HOG MOUNTAIN RD,WATKINSVILLE,GA,30677,41,No,No,17.3,104,22
211,675,ROCKY CREEK ELEMENTARY,HENRY COUNTY,HENRY COUNTY,803 HAMPTON LOCUST GROVE RD,HAMPTON,GA,30228,41,No,Yes,16.2,344,42
378,633,ROCKY MOUNT ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,2400 ROCKY MOUNTAIN RD NE,MARIETTA,GA,30066,21,No,No,13.6,58,18
106,707,ROCKY PLAINS ELEMENTARY SCHOOL,NEWTON COUNTY,NEWTON COUNTY,5300 HIGHWAY 162 S,COVINGTON,GA,30016,41,No,Yes,15.6,443,90
204,710,ROLAND W. RUSSOM ELEMENTARY,PAULDING COUNTY,PAULDING COUNTY,44 RUSSOM ELEM. SCHOOL LN.,DALLAS,GA,30132,21,No,No,15.2,200,44
1062,721,ROLLINS ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,2160 MURA DR,AUGUSTA,GA,30906,12,No,Yes,18.3,471,0
6595,785,ROME CITY TRANSITIONAL ACADEMY,ROME CITY,FLOYD COUNTY,1162 SPIDER WEB DRIVE,ROME,GA,30161,13,No,No,17.10792873,428.0284571,46.01911961
193,785,ROME HIGH SCHOOL,ROME CITY,FLOYD COUNTY,1000 VETERANS MEMORIAL HWY NE,ROME,GA,30161,13,No,Yes,19.1,898,99
293,785,ROME MIDDLE SCHOOL,ROME CITY,FLOYD COUNTY,1020 VETERANS MEMORIAL HWY NE,ROME,GA,30161,13,No,Yes,15.6,612,75
409,644,RONALD E MCNAIR DISCOVER LEARNING ACADEMY ELEMENTA,DEKALB COUNTY,DEKALB COUNTY,2162 SECOND AVE,DECATUR,GA,30032,21,No,Yes,17.2,810,0
377,622,ROOPVILLE ELEMENTARY SCHOOL,CARROLL COUNTY,CARROLL COUNTY,60 OLD CARROLLTON RD,ROOPVILLE,GA,30170,42,No,Yes,15.8,217,24
405,611,ROSA TAYLOR ELEMENTARY SCHOOL,BIBB COUNTY,BIBB COUNTY,2976 CRESTLINE DR,MACON,GA,31204,13,No,Yes,14.5,413,35
309,667,ROSEBUD ELEMENTARY SCHOOL,GWINNETT COUNTY,WALTON COUNTY,4151 ROSEBUD RD,LOGANVILLE,GA,30052,41,No,Yes,16.7,588,148
5050,741,ROSEMONT ELEMENTARY SCHOOL,TROUP COUNTY,TROUP COUNTY,4679 HAMILTON RD,LAGRANGE,GA,30241,42,No,Yes,16.8,260,53
194,746,ROSSVILLE ELEMENTARY SCHOOL,WALKER COUNTY,WALKER COUNTY,1250 WILSON RD,ROSSVILLE,GA,30741,21,No,Yes,14.6,452,34
206,746,ROSSVILLE MIDDLE SCHOOL,WALKER COUNTY,WALKER COUNTY,316 BULLDOG TRAIL,ROSSVILLE,GA,30741,31,No,Yes,12.7,471,52
191,660,ROSWELL HIGH SCHOOL,FULTON COUNTY,FULTON COUNTY,11595 KING RD,ROSWELL,GA,30075,13,No,No,16.5,485,45
1067,660,ROSWELL NORTH ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,10525 WOODSTOCK RD,ROSWELL,GA,30075,13,No,No,15.5,228,30
2067,706,ROTHSCHILD LEADERSHIP ACADEMY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,1136 HUNT AVE,COLUMBUS,GA,31907,12,No,Yes,15.3,633,0
4065,644,ROWLAND ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1317 S INDIAN CREEK DR,STONE MOUNTAIN,GA,30083,21,No,Yes,14.4,504,14
1052,659,ROYSTON ELEMENTARY SCHOOL,FRANKLIN COUNTY,FRANKLIN COUNTY,660 COLLEGE ST,ROYSTON,GA,30662,32,No,Yes,16.3,330,41
187,628,RUSK MIDDLE SCHOOL,CHEROKEE COUNTY,CHEROKEE COUNTY,4695 HICKORY RD,CANTON,GA,30115,41,No,No,17.3,201,44
396,748,RUSKIN ELEMENTARY SCHOOL,WARE COUNTY,WARE COUNTY,3550 VALDOSTA HWY,WAYCROSS,GA,31503,41,No,Yes,13.4,372,16
3067,633,RUSSELL ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,3920 S HURT RD SW,SMYRNA,GA,30082,21,No,Yes,12.3,483,61
4054,676,RUSSELL ELEMENTARY SCHOOL,HOUSTON COUNTY,HOUSTON COUNTY,101 PATRIOT WAY,WARNER ROBINS,GA,31088,13,No,Yes,14.7,716,0
289,607,RUSSELL MIDDLE SCHOOL,BARROW COUNTY,BARROW COUNTY,84 W MIDLAND AVE,WINDER,GA,30680,31,No,Yes,15.5,376,92
1054,638,RUTH HILL ELEMENTARY SCHOOL,COWETA COUNTY,COWETA COUNTY,57 SUNSET LN,NEWNAN,GA,30263,21,No,Yes,14.3,317,34
204,611,RUTLAND HIGH SCHOOL,BIBB COUNTY,BIBB COUNTY,6250 SKIPPER RD,MACON,GA,31216,22,No,Yes,18.7,613,75
305,611,RUTLAND MIDDLE SCHOOL,BIBB COUNTY,BIBB COUNTY,6260 SKIPPER RD,MACON,GA,31216,22,No,Yes,15.9,638,43
6415,858,RUTLAND PSYCHOEDUCATIONAL PROGRAM,NORTHEAST GEORGIA RESA,CLARKE COUNTY,OGLETHORPE AVENUE,ATHENS,GA,30606,12,No,No,17.10792873,428.0284571,46.01911961
196,617,S G A ELEMENTARY SCHOOL,BURKE COUNTY,BURKE COUNTY,1265 CHARLES PERRY AVE,SARDIS,GA,30456,43,No,Yes,13.5,362,0
273,660,S. L. LEWIS ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,6201 CONNELL RD,COLLEGE PARK,GA,30349,21,No,Yes,14,483,22
309,792,S.L. MASON ELEMENTARY SCHOOL,VALDOSTA CITY,LOWNDES COUNTY,813 W GORDON ST,VALDOSTA,GA,31601,13,No,Yes,15.3,836,0
114,746,SADDLE RIDGE ELEMENTARY AND MIDDLE SCHOOL,WALKER COUNTY,WALKER COUNTY,9858 N HIGHWAY 27,ROCK SPRING,GA,30739,41,No,No,15.4,254,68
5065,644,SAGAMORE HILLS ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1865 ALDERBROOK RD NE,ATLANTA,GA,30345,21,No,No,12.2,180,8
110,620,SAINT MARYS ELEMENTARY SCHOOL,CAMDEN COUNTY,CAMDEN COUNTY,600 OSBORNE ST,SAINT MARYS,GA,31558,32,No,Yes,15.5,325,39
105,620,SAINT MARYS MIDDLE SCHOOL,CAMDEN COUNTY,CAMDEN COUNTY,205 MARTHA DR,SAINT MARYS,GA,31558,32,No,Yes,15.7,360,109
192,722,SALEM HIGH SCHOOL,ROCKDALE COUNTY,ROCKDALE COUNTY,3551 UNDERWOOD RD SE,CONYERS,GA,30013,21,No,No,20.4,804,113
291,644,SALEM MIDDLE SCHOOL,DEKALB COUNTY,DEKALB COUNTY,5333 SALEM RD,LITHONIA,GA,30038,21,No,Yes,17.4,903,60
101,792,SALLAS MAHONE ELEMENTARY,VALDOSTA CITY,LOWNDES COUNTY,3686 LAKE LAURIE DR,VALDOSTA,GA,31605,41,No,Yes,16.9,1102,0
5054,616,SALLIE ZETTEROWER ELEMENTARY SCHOOL,BULLOCH COUNTY,BULLOCH COUNTY,1724 CAWANA RD,STATESBORO,GA,30461,41,No,Yes,15.8,260,35
5050,793,SALLY DAILEY MEADOWS ELEMENTARY SCHOOL,VIDALIA CITY,TOOMBS COUNTY,205 WATERS DR,VIDALIA,GA,30474,33,No,Yes,15.3,515,32
197,710,SAM D. PANTER ELEMENTARY SCHOOL,PAULDING COUNTY,PAULDING COUNTY,190 PANTER SCHOOL RD,HIRAM,GA,30141,41,No,Yes,14.7,289,44
108,710,SAMMY MCCLURE SR. MIDDLE SCHOOL,PAULDING COUNTY,PAULDING COUNTY,315 BOB GROGAN DR,DALLAS,GA,30132,41,No,No,18.9,144,57
205,702,SAMUEL E. HUBBARD ELEMENTARY SCHOOL,MONROE COUNTY,MONROE COUNTY,558 GA HIGHWAY 83 S,FORSYTH,GA,31029,32,No,Yes,13.1,415,56
5052,622,SAND HILL ELEMENTARY SCHOOL,CARROLL COUNTY,CARROLL COUNTY,45 SANDHILL SCHOOL RD,CARROLLTON,GA,30116,31,No,Yes,16.8,429,50
196,651,SAND HILL ELEMENTARY SCHOOL,EFFINGHAM COUNTY,EFFINGHAM COUNTY,199 STAGECOACH AVE,GUYTON,GA,31312,41,No,Yes,14,285,49
398,633,SANDERS ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,1550 ANDERSON MILL RD,AUSTELL,GA,30106,21,No,Yes,13.3,645,62
2898,891,SANDERSVILLE REGIONAL YOUTH DETENTION CENTER,DEPARTMENT OF JUVENILE JUSTICE,WASHINGTON COUNTY,423 INDUSTRIAL DR,SANDERSVILLE,GA,31082,33,No,Yes,17.10792873,428.0284571,46.01911961
505,660,SANDTOWN MIDDLE SCHOOL,FULTON COUNTY,FULTON COUNTY,5400 CAMPBELLTON RD SW,ATLANTA,GA,30331,21,No,Yes,14.2,632,99
192,656,SANDY CREEK HIGH SCHOOL,FAYETTE COUNTY,FAYETTE COUNTY,360 JENKINS RD,TYRONE,GA,30290,41,No,No,15.4,331,52
603,660,SANDY SPRINGS MIDDLE SCHOOL,FULTON COUNTY,FULTON COUNTY,8750 COLONEL DR,ATLANTA,GA,30350,13,No,Yes,12.8,506,87
103,656,SARA HARP MINTER ELEMENTARY SCHOOL,FAYETTE COUNTY,FAYETTE COUNTY,1650 HIGHWAY 85 S,FAYETTEVILLE,GA,30215,41,No,No,15.9,93,19
210,710,SARA M. RAGSDALE ELEMENTARY,PAULDING COUNTY,PAULDING COUNTY,528 HOLLY SPRINGS RD,ROCKMART,GA,30153,31,No,Yes,15.8,310,66
395,729,SARAH COBB ELEMENTARY SCHOOL,SUMTER COUNTY,SUMTER COUNTY,1901 VALLEY DR,AMERICUS,GA,31709,41,No,Yes,15.4,625,44
